CASEID	ID	Q1A	Q1B	Q1C1	Q1C2	Q1C3	Q1C4	Q1C5	Q1C6	Q1C7	Q1D1	Q1D2	Q1D3	Q1D4	Q1D5	Q1D6	Q1D7	Q1D8	Q1E	Q1F	Q1G	Q1H	PROSPECT	Q2A1	Q2A2	Q2A3	Q2C	N_2C1	N_2C2	N_2C3	N_2C4	Q2F1	Q2G	N_PERTME	TIC_N_1	TIC_N_2	TIC_N_3	TIC_N_4	TIC_N_5	TIC_N_6	TIC_N_7	TIC_N_8	TIC_N_9	TIC_N_10	TIC_N_11	TIC_N_12	TIC_N_13	TIC_N_14	TIC_N_15	TIC_N_16	Q3A1	Q3B1	N_Q3C1	Q3A2	Q3B2	N_Q3C2	Q3A3	Q3B3	N_Q3C3	Q3A4	Q3B4	N_Q3C4	Q3A5	Q3B5	N_Q3C5	Q3A6	Q3B6	N_Q3C6	Q3A7	Q3B7	N_Q3C7	N_Q3A8	N_Q3B8	N_Q3C8	Q3C1	Q3C2	Q3C3	Q3C4	Q3C5	Q3D	Q3E	Q3F1	Q3F2	Q3G1	Q3G2	Q3G3	Q3G4	Q3G5	Q3G6	Q3H	Q3I	N_Q3K	Q3J	N_Q3M	Q3K1	Q3K2	Q3K3	Q3K4	Q3K5	Q3K6	Q3K7	Q3K8	Q3K9	Q3K10	Q3K11	N_Q3K10	N_Q3K12	Q3L1	Q3M1	Q3L2	Q3M2	Q3L3	Q3M3	Q3L4	Q3M4	Q3N1	Q3N2	Q3N3	Q3O	Q3P	Q3Q	Q5A	Q5B1	Q5B2	Q5C1	Q5C2A	Q5C2B	Q5C2C	Q5C2D	Q5D	Q5E1	Q5E2	Q5E3	Q5F1	Q5F2	Q5G	Q5H	Q5I1	Q5I2	Q5I3	Q5I4	ZIPCODE	GENDER	WEIGHT	DISTRICT	STATE	USRCOFIX	CM_SEG	VERSION
364	   51273	4	3	2	3	1	4	1	2	2	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	5	1	0	2	1	0	3	1966	35	2	1	 	1	2	1	2	 	2	-1	2	.9	1	23	 	 	3
365	   51274	3	2	4	4	5	3	2	1	1	2	2	2	2	2	2	2	 	0	1	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9999	9999	 	 	 	 	 	 	9999	9999	-7998	 	9999	 	9999	9999	9999	 	 	 	-1	1	.95	7	34	 	 	3
366	   51275	5	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	2	 	 	 	 	2	1946	55	4	1	 	1	2	1	2	 	2	-1	1	1.01	3	33	 	 	3
367	   51276	5	3	2	2	2	2	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	4	1936	65	5	1	1	1	2	1	3	 	3	-1	1	.97	1	36	 	 	3
368	   51280	5	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	2	 	 	 	 	1	1927	74	5	3	 	1	2	1	1	 	1	-1	1	5.41	7	10	 	 	3
369	   51284	5	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	1	0	2	0	0	4	1962	39	2	1	1	2	2	1	2	 	2	-1	1	.62	7	34	 	 	3
370	   51285	5	2	0	0	5	8	3	0	3	2	2	2	2	2	2	2	 	0	2	1	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	3	1930	71	5	3	3	1	2	1	3	 	3	-1	2	1.86	1	23	 	 	3
371	   51288	4	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	2	2	 	 	 	 	5	1949	52	3	3	 	1	2	2	 	1	4	-1	1	.49	6	38	 	 	3
372	   51289	3	2	5	0	4	5	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	1	1	1	0	0	3	1967	34	1	5	1	1	2	1	1	 	1	-1	1	1.79	2	18	 	 	3
373	   51291	4	2	0	2	7	9	0	5	0	2	2	1	2	2	2	2	 	5	1	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	2	2	 	 	 	 	4	1963	38	2	2	 	1	2	1	2	 	2	-1	2	.47	7	10	 	 	3
374	   51296	3	2	5	0	0	0	0	0	0	1	2	2	2	2	2	2	 	3	2	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	2	 	 	 	 	3	1974	27	1	1	 	1	1	1	1	 	1	-1	1	1.79	7	34	 	 	3
375	   51302	5	3	1	4	1	2	1	0	1	1	2	2	2	2	2	2	 	0	2	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	5	1	0	0	3	0	5	1949	52	3	1	4	1	2	9999	 	 	 	-1	1	.54	8	24	 	 	3
376	   51303	4	1	5	0	0	0	0	0	4	2	2	2	2	2	2	2	 	0	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	2	 	 	 	 	3	1956	45	3	1	 	1	2	1	1	 	1	-1	1	1.51	2	25	 	 	3
377	   51306	3	2	0	5	3	4	0	0	3	2	2	2	2	2	2	2	 	0	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	2	 	 	 	 	4	1957	44	2	1	 	1	2	1	3	 	3	-1	1	.88	7	41	 	 	3
378	   51307	5	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	3	1938	63	4	3	3	1	2	1	1	 	1	-1	2	1.43	1	14	 	 	3
379	   51311	2	1	6	1	7	6	0	0	0	1	2	2	2	2	2	2	 	3	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	5	1	2	1	0	0	4	1968	33	1	1	2	2	2	1	3	 	3	-1	1	1.28	7	11	 	 	3
380	   51314	4	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	2	 	 	 	 	4	1960	41	2	1	 	1	2	1	9999	 	 	-1	2	.83	1	14	 	 	3
381	   51315	3	2	2	5	8	8	2	2	3	2	2	1	1	2	2	2	 	3	1	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	1	0	0	0	1	5	1949	52	3	2	1	1	2	1	2	 	2	-1	2	.31	7	41	 	 	3
382	   51317	4	2	5	0	5	5	0	5	0	2	2	2	2	2	2	2	 	0	2	1	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	1	2	0	0	0	4	1979	22	1	1	1	1	2	1	1	 	1	-1	2	.97	2	43	 	 	3
383	   51332	2	3	7	10	7	5	5	3	3	2	2	2	2	2	2	2	 	0	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	1	2	 	 	 	3	1968	33	1	1	5	1	2	1	1	 	1	-1	1	1.79	2	1	 	 	3
384	   51333	1	1	10	8	0	10	5	8	3	2	2	2	2	2	2	2	 	0	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	4	1961	40	2	1	1	1	2	2	 	1	4	-1	2	.75	7	21	 	 	3
385	   51334	5	3	5	0	5	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	1	1	0	0	0	3	1970	31	1	4	1	1	2	1	1	 	1	-1	2	1.79	1	36	 	 	3
386	   51335	3	2	6	7	6	4	2	2	2	2	1	2	2	2	2	2	 	8	1	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	1	1	0	0	0	5	1967	34	1	1	4	1	2	2	 	2	5	-1	1	1.11	7	41	 	 	3
387	   51337	5	2	3	8	8	9	0	0	0	2	1	2	2	2	2	2	 	1	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	2	 	 	 	 	4	1971	30	1	1	1	1	2	1	3	 	3	-1	1	.97	7	10	 	 	3
388	   51342	4	3	2	1	1	1	0	0	0	2	1	2	2	2	2	2	 	0	2	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	1	0	2	0	0	2	1969	32	1	1	2	1	2	1	2	 	2	-1	1	1.25	3	33	 	 	3
389	   51345	3	3	3	0	7	6	0	0	0	2	2	2	2	2	2	2	 	0	1	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	2	2	 	 	 	 	5	1969	32	1	1	 	1	2	1	3	 	3	-1	1	.68	8	24	 	 	3
390	   51346	3	2	6	3	10	10	3	5	3	2	1	1	2	2	2	2	 	5	1	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	 	2	 	 	 	 	6	1954	47	3	1	 	1	1	1	2	 	2	-1	2	.2	6	5	 	 	3
391	   51347	3	2	2	0	1	0	0	0	3	2	2	2	2	2	2	2	 	0	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	2	 	 	 	 	4	1957	44	2	1	1	1	2	1	3	 	3	-1	1	.88	6	5	 	 	3
392	   51348	5	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	4	1935	66	5	3	3	1	2	1	2	 	2	-1	2	.51	6	5	 	 	3
393	   51349	5	3	0	0	0	0	0	0	3	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	1	1	0	0	0	4	1953	48	3	1	1	1	2	2	 	2	5	-1	1	1.34	2	1	 	 	3
394	   51350	3	2	2	1	0	1	1	0	2	2	2	2	2	2	2	2	 	0	2	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	 	2	 	 	 	 	6	1966	35	2	1	 	1	2	1	3	 	3	-1	1	.41	8	24	 	 	3
395	   51356	4	3	6	0	0	4	0	0	9	2	2	2	2	2	2	2	 	2	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	3	1	2	 	 	 	2	1979	22	1	5	 	2	2	1	2	 	2	-1	2	1.72	6	5	 	 	3
396	   51361	5	3	2	1	2	1	4	1	2	2	2	2	1	2	2	2	 	1	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	1	0	0	1	2	4	1956	45	3	2	1	1	2	2	 	2	5	-1	2	1.34	6	5	 	 	3
397	   51364	5	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	1	0	0	2	0	4	1956	45	3	1	1	1	2	9999	 	 	 	-1	1	.77	8	24	 	 	3
398	   51365	5	2	3	3	3	2	1	1	1	2	2	2	2	2	2	2	 	0	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	2	 	 	 	 	3	1943	58	4	1	1	1	2	2	 	1	4	-1	1	1.29	1	50	 	 	3
399	   51367	5	3	0	3	0	3	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	5	1942	59	4	3	1	1	2	2	 	1	4	-1	1	.47	6	5	 	 	3
400	   51391	5	3	9	10	10	9	10	10	10	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	1	0	0	1	0	2	1958	43	2	1	1	1	2	1	2	 	2	-1	1	1.14	8	17	 	 	3
401	   51392	4	3	5	0	7	7	0	0	5	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	2	 	 	 	 	5	1922	79	6	3	 	2	2	1	1	 	1	-1	2	.85	3	39	 	 	3
402	   51394	3	3	0	0	0	0	0	0	0	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	1	0	1	0	1	2	1962	39	2	1	1	1	2	1	1	 	1	-1	2	2.04	2	43	 	 	3
403	   51395	3	2	7	5	9	9	2	2	4	2	2	2	2	2	2	2	 	2	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	 	 	 	 	5	1953	48	3	1	1	1	2	1	3	 	3	-1	2	.57	1	14	 	 	3
404	   51397	4	3	2	2	2	2	0	1	2	2	2	2	2	2	2	2	 	0	2	2	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	4	2	 	 	 	 	5	1963	38	2	1	 	1	2	1	1	 	1	-1	1	.59	3	39	 	 	3
405	   51400	3	2	6	2	7	7	0	3	3	2	2	2	2	2	2	2	 	1	2	1	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	1	1	0	0	1	5	1967	34	1	1	1	1	2	1	3	 	3	-1	2	.68	2	18	 	 	3
